Temperature,Exhaust Vacuum,Ambient Pressure,Relative Humidity
29.45,68.84,1011.64,59.7
20.84,51.19,1008.63,84.11
26.54,66.51,1015.39,51.22
32.42,65.74,1010.97,52.73
22.89,65.34,1015.53,61.0
14.28,42.74,1028.79,70.67
11.41,41.54,1019.94,66.49
16.45,44.68,1018.6,85.14
27.56,63.9,1013.23,45.97
23.74,52.3,1008.88,76.34
21.0,70.02,1010.22,95.11
23.14,58.18,1008.89,81.82
13.86,40.66,1017.15,83.82
14.93,39.16,1007.25,72.35
24.58,56.9,1007.08,68.24
24.34,73.5,1011.31,84.15
21.89,63.94,1019.55,55.09
19.74,45.38,1015.11,80.67
22.16,65.48,1017.22,70.51
14.43,44.47,1028.57,70.7
32.45,68.3,1015.26,44.12
26.2,63.56,1013.39,67.07
25.38,63.87,1018.7,52.48
23.7,62.91,1012.26,57.89
25.45,67.83,1009.47,57.97
30.19,68.08,1010.95,50.34
11.54,45.51,1017.19,83.02
25.77,63.31,1012.76,65.98
10.1,40.22,1007.1,90.36
24.82,74.87,1010.28,73.54
30.09,69.48,1009.51,53.24
25.59,72.43,1007.88,82.98
14.32,44.6,1013.85,68.13
16.66,41.16,1007.37,76.82
27.47,69.98,1008.53,58.72
31.77,76.09,1007.4,73.36
14.24,39.52,1018.22,77.19
2.34,39.42,1028.47,69.68
26.16,70.04,1009.63,73.22
11.8,41.2,1017.18,82.71
22.2,57.17,1009.82,78.43
12.12,38.28,1013.7,91.27
25.6,71.73,1010.15,68.99
23.53,68.94,1007.53,69.17
23.98,50.32,1008.41,67.75
7.33,40.0,1018.96,80.76
26.53,69.71,1009.88,76.26
24.4,71.14,1009.7,59.26
25.58,61.08,1013.37,71.27
9.19,41.01,1022.14,98.98
23.43,61.47,1007.84,87.11
10.62,39.64,1010.65,62.15
24.63,59.57,1010.45,85.36
10.42,41.26,1008.48,96.76
17.98,59.15,1012.09,83.03
29.34,70.94,1007.82,62.43
31.95,70.8,1008.38,66.26
19.31,67.71,1005.31,77.15
22.88,50.23,1016.11,63.77
23.85,69.45,1013.99,60.6
26.18,52.36,1013.46,56.65
19.09,65.94,1012.53,81.06
24.38,60.84,1017.85,62.23
12.27,41.17,1019.39,52.18
24.79,75.6,1017.07,68.23
11.69,35.76,1019.02,55.6
20.8,69.45,1013.7,82.48
24.03,66.54,1012.19,69.15
22.7,48.14,1014.06,60.09
25.45,72.24,1011.44,80.54
16.09,50.59,1015.69,84.41
24.01,50.16,1004.22,75.32
9.41,34.69,1027.02,78.91
31.58,66.54,1003.26,54.0
22.77,69.84,1005.75,84.26
24.42,64.79,1016.12,69.32
18.0,53.16,1013.02,82.47
23.27,64.69,1006.84,70.53
22.7,48.14,1014.06,60.09
30.45,43.21,1011.35,63.59
13.71,43.41,1015.45,69.26
27.4,69.84,1002.98,76.48
18.41,44.9,1008.97,73.81
14.24,45.01,1013.54,88.68
24.96,69.68,1011.37,63.12
18.35,57.76,1019.64,77.94
13.46,44.71,1014.51,50.0
15.87,41.16,1005.85,78.29
26.26,71.73,1009.59,80.06
9.59,38.56,1017.01,60.1
11.93,41.38,1021.76,57.63
18.23,58.96,1015.55,69.61
27.57,68.31,1010.48,55.87
26.48,69.14,1009.31,84.11
10.8,40.22,1011.25,84.57
19.09,56.51,1015.58,92.56
25.5,63.91,1009.4,75.22
18.61,47.83,1006.43,78.89
14.02,41.78,1011.26,48.62
30.29,59.22,1013.05,60.46
17.33,41.35,999.51,68.36
26.75,56.57,1013.76,57.93
25.01,59.54,1007.91,80.93
27.91,64.79,1017.7,48.29
28.18,73.03,1014.18,67.72
15.33,37.2,1013.4,78.99
28.61,70.36,1006.95,73.06
9.48,40.11,1025.49,73.81
27.92,68.3,1015.02,51.04
3.21,38.44,1017.11,84.86
17.53,44.9,1020.5,71.1
23.72,70.47,1010.65,75.39
22.53,70.98,1005.48,93.95
12.11,38.28,1013.56,93.21
11.28,42.44,1014.62,99.78
29.01,68.08,1010.74,52.51
25.64,63.87,1017.14,49.25
10.11,52.75,1021.79,76.08
22.21,61.87,1010.9,54.22
30.06,67.25,1017.63,53.59
20.21,59.14,1016.0,70.38
24.88,51.43,1011.28,67.38
14.74,43.99,1023.13,86.31
10.22,39.64,1010.72,63.05
21.74,60.27,1015.82,88.96
16.57,41.79,1005.82,72.25
25.54,61.08,1013.77,69.64
8.16,39.3,1019.39,85.38
16.55,39.64,1009.07,77.8
24.85,67.9,1005.9,64.55
20.45,69.45,1012.53,91.81
22.39,58.18,1008.52,87.48
28.51,70.02,1010.58,54.68
16.53,53.29,1018.64,87.47
7.87,41.06,1020.91,87.64
23.89,64.27,1013.37,75.22
6.59,39.37,1020.34,77.92
28.32,71.32,1008.02,78.82
27.51,49.3,1003.74,61.27
23.49,64.63,1020.75,65.16
12.68,40.69,1014.46,79.77
26.63,74.16,1009.72,83.26
17.92,44.2,1018.97,53.8
20.53,54.9,1016.61,61.28
26.11,73.17,1009.8,65.18
14.32,45.08,1023.24,84.53
16.58,46.18,1010.4,96.29
24.78,68.94,1007.29,70.56
16.65,49.69,1014.01,91.0
26.1,66.25,1009.25,84.52
31.31,64.44,1014.24,51.08
28.18,60.07,1016.34,49.13
7.24,41.17,1020.35,80.56
26.87,74.99,1002.48,71.91
26.96,65.34,1015.05,46.93
28.14,76.86,1000.7,70.17
7.49,39.81,1019.03,87.29
12.8,41.16,1022.43,86.19
21.23,68.08,1012.82,74.57
28.55,69.84,1003.38,67.26
7.29,40.96,1023.01,90.78
29.96,67.83,1008.0,44.05
21.39,52.3,1009.2,79.77
20.76,58.18,1007.8,99.22
26.12,75.6,1017.41,72.31
10.35,37.14,1013.37,69.26
15.4,40.69,1015.1,70.25
29.35,54.2,1013.07,42.45
11.23,43.7,1016.0,91.75
15.86,49.69,1015.59,87.26
21.84,58.86,1014.13,69.67
27.16,47.43,1009.17,45.79
29.82,69.75,1010.09,65.02
19.76,62.1,1020.07,73.55
29.59,74.78,1009.45,55.75
24.53,74.78,1009.9,78.34
24.46,68.61,1011.02,76.66
10.05,40.71,1015.51,84.21
9.42,39.64,1010.86,74.03
30.54,67.45,1014.37,32.97
16.17,38.01,1022.19,70.99
21.32,59.8,1016.26,76.26
16.07,65.46,1013.88,87.11
10.74,40.05,1015.45,87.33
23.7,66.56,1002.07,85.19
17.45,42.28,1007.64,69.19
8.51,39.96,1026.34,96.1
26.62,72.43,1006.79,82.74
28.46,49.16,1004.61,38.1
6.22,39.85,1012.05,86.88
5.04,40.64,1021.35,93.63
27.35,69.48,1008.51,65.81
9.51,39.22,1015.3,72.41
26.17,58.86,1014.52,51.28
18.5,41.85,1015.81,64.78
26.93,75.23,1010.19,62.12
25.68,46.21,1011.01,57.53
25.53,59.57,1010.65,82.04
21.43,63.94,1017.28,57.49
18.59,41.1,1001.93,58.16
32.16,66.25,1008.17,56.88
15.02,42.07,1017.89,83.68
17.9,43.72,1008.64,74.73
21.69,69.94,1010.7,80.8
28.37,72.86,1004.81,53.52
20.15,65.59,1014.62,79.39
25.17,64.79,1017.87,63.26
25.8,65.38,1009.3,52.28
28.56,69.51,1012.45,46.59
25.38,71.73,1009.97,72.6
18.32,66.86,1012.02,70.0
19.04,43.43,1009.25,68.74
19.05,59.21,1017.99,89.53
25.56,58.82,1010.44,70.23
29.32,63.77,1013.24,55.1
11.74,40.71,1020.64,82.15
28.53,66.51,1015.9,40.68
31.74,72.58,1007.26,59.58
12.14,48.04,1011.8,100.13
30.44,56.24,1005.19,56.24
17.28,39.99,1007.09,74.25
17.47,58.16,1016.36,82.26
17.95,49.21,1012.05,59.44
15.94,41.76,1023.32,67.17
12.06,48.04,1010.01,100.13
12.59,41.14,1025.79,86.55
29.01,70.04,1010.02,57.35
10.74,44.85,1014.25,71.61
17.19,58.86,1016.74,85.97
15.29,38.73,1000.9,81.17
32.42,75.08,1004.82,41.62
18.99,44.58,1018.29,54.71
23.09,69.13,1010.93,90.07
13.77,42.86,1030.72,77.3
26.31,77.95,1012.45,77.22
28.9,71.94,1007.29,64.77
20.34,46.63,1013.16,79.08
12.98,39.64,1013.95,74.39
10.52,41.01,1020.35,93.58
16.64,44.9,1021.02,70.34
7.16,38.56,1019.17,70.1
13.33,40.64,1020.92,91.47
24.75,52.84,1005.47,69.61
24.6,75.23,1012.04,76.77
27.16,71.32,1007.81,89.07
31.38,70.83,1010.35,47.28
20.86,63.73,1008.54,96.83
10.59,41.54,1019.94,72.52
12.93,38.73,1006.41,89.24
25.94,66.49,1012.83,61.81
14.85,45.87,1009.37,84.65
26.85,74.16,1008.66,93.8
29.18,71.43,1011.65,59.49
15.56,40.12,1013.72,89.78
5.4,39.4,1011.45,91.84
31.46,66.54,1002.86,53.75
20.21,65.06,1016.46,73.36
15.18,44.2,1019.6,72.45
18.02,53.16,1013.41,82.84
9.34,41.49,1020.58,97.59
21.86,58.49,1010.88,76.79
20.54,59.39,1014.07,84.15
24.09,73.68,1014.93,94.55
9.27,36.3,1026.93,72.13
33.96,68.94,1006.93,47.39
17.34,46.48,1007.18,83.15
12.83,41.67,1012.84,84.29
20.35,56.53,1020.23,70.05
10.84,39.18,1023.64,87.1
18.33,44.34,1019.55,51.69
14.43,38.28,1014.76,79.76
13.21,40.03,1018.12,82.98
9.31,43.56,1015.09,79.96
26.42,59.54,1007.02,76.28
9.51,40.46,1018.84,70.12
15.37,50.59,1019.02,98.2
10.48,41.93,1017.17,92.81
10.89,44.2,1018.3,86.32
26.37,54.5,1014.48,66.31
17.34,47.03,1013.36,98.13
23.2,49.3,1003.4,79.77
17.7,49.21,1015.16,67.91
11.1,44.85,1014.27,65.08
9.06,39.3,1019.73,84.23
17.98,53.29,1018.29,83.46
14.78,38.58,1017.02,82.4
24.82,59.27,1012.76,72.34
27.06,70.47,1007.0,72.37
7.6,41.04,1021.82,88.97
27.78,60.07,1014.66,53.74
29.07,71.64,1006.07,69.53
30.92,80.18,1010.11,72.47
30.68,71.8,1010.81,61.4
17.3,46.21,1013.56,87.57
12.95,40.1,1015.31,86.01
5.8,45.87,1009.14,92.06
11.5,40.78,1023.91,86.31
7.93,42.28,1008.43,85.57
27.42,65.74,1013.43,69.42
32.78,71.22,1005.12,48.77
14.5,44.47,1028.2,66.95
21.41,56.9,1007.03,79.41
26.52,77.17,1008.71,92.32
20.46,59.21,1018.42,85.89
21.73,61.45,1010.27,91.59
26.24,51.43,1011.32,59.52
18.34,62.1,1020.52,78.6
16.05,43.14,1010.67,79.36
22.52,66.48,1003.87,78.29
27.99,71.64,1007.79,72.67
21.71,60.77,1017.95,85.07
21.2,59.39,1014.04,85.06
22.68,50.78,1008.83,70.3
15.47,46.48,1007.69,91.07
11.25,40.67,1011.64,63.54
14.62,42.86,1015.56,84.5
24.79,50.78,1008.78,61.88
9.75,52.72,1026.03,78.53
16.18,50.88,1014.06,100.09
27.77,62.26,1010.88,66.45
22.49,56.9,1007.65,63.34
19.59,66.54,1012.73,85.84
25.7,69.45,1013.86,56.91
5.49,40.81,1014.43,90.41
21.5,45.38,1013.88,64.28
25.35,71.98,1006.83,88.44
24.75,58.79,1009.87,71.97
7.73,39.04,1018.61,68.23
16.27,58.2,1018.47,80.03
9.06,43.79,1016.05,81.32
22.16,58.82,1009.61,87.16
19.67,59.39,1014.07,77.67
17.68,44.92,1024.55,69.7
16.2,38.73,1002.14,75.03
12.91,41.66,1013.37,71.52
29.84,58.9,1005.24,56.18
24.92,60.95,1014.88,60.58
11.02,38.28,1013.51,95.66
21.47,60.77,1018.06,85.73
14.76,39.64,1010.37,81.99
10.23,41.46,1020.45,84.95
14.35,46.18,1016.63,87.76
14.66,47.83,1006.15,91.98
10.12,41.55,1005.78,62.34
26.63,43.77,1011.33,49.3
25.9,48.92,1009.82,35.42
3.2,41.31,997.67,98.84
7.64,40.02,1031.58,71.19
27.76,75.33,1003.69,79.62
16.71,42.99,1007.72,75.35
9.8,41.82,1032.98,67.55
27.24,71.25,1000.5,86.28
13.13,40.75,1016.05,80.87
20.09,61.27,1020.05,70.71
7.81,39.64,1011.42,86.68
32.43,68.31,1010.09,42.22
21.96,71.85,1009.38,75.98
31.09,59.57,1010.67,60.5
6.76,39.22,1013.91,77.0
15.65,39.59,1012.8,87.63
15.22,41.35,1003.12,95.45
20.37,69.48,1011.04,84.31
13.92,44.47,1029.36,70.86
23.93,68.28,1005.16,69.91
13.13,40.75,1016.05,80.87
26.84,70.36,1007.41,71.47
14.08,41.93,1023.02,59.41
21.14,58.05,1012.98,87.27
18.9,47.83,1005.31,77.79
13.21,45.87,1008.58,85.66
9.68,40.22,1007.6,89.97
24.01,63.56,1014.19,64.31
30.31,77.24,1008.02,67.84
7.19,41.39,1018.12,90.76
6.67,39.37,1020.31,73.56
7.84,43.52,1022.23,96.51
28.61,69.84,1004.02,67.26
2.8,39.64,1011.01,82.96
11.75,40.55,1018.09,97.7
18.4,50.16,1011.51,98.07
5.45,39.04,1020.07,77.05
7.67,41.66,1016.25,77.0
25.87,57.32,1012.06,44.13
15.47,43.13,1015.11,50.5
26.88,61.5,1009.17,61.26
23.51,57.32,1012.55,53.6
23.61,63.94,1012.9,87.06
5.18,41.31,1000.59,92.14
15.83,45.01,1013.39,81.9
22.59,70.32,1007.07,74.39
18.28,41.1,1002.0,65.69
9.45,43.5,1018.89,84.29
27.38,74.16,1010.08,78.61
24.69,59.92,1010.12,80.58
14.2,43.02,1012.18,57.07
20.61,60.1,1010.84,80.57
25.61,58.86,1013.9,54.9
21.57,66.49,1014.76,68.19
8.02,40.23,1017.42,90.26
15.25,52.9,1014.86,76.87
16.52,43.7,1015.08,58.36
26.46,61.41,1012.41,56.58
15.55,43.71,1024.34,79.61
13.72,49.83,1006.88,89.49
21.55,44.05,1005.69,84.05
18.21,49.69,1013.54,80.16
19.05,67.32,1013.2,83.14
16.22,37.87,1022.36,83.13
30.58,65.18,1011.61,37.43
12.33,39.28,1011.84,80.01
20.77,56.85,1012.4,83.63
14.93,42.44,1012.65,86.8
23.74,72.43,1007.99,91.36
24.82,57.19,1007.82,71.46
20.78,60.84,1018.66,80.4
24.79,50.78,1008.78,61.88
25.56,58.82,1010.44,70.23
21.7,64.69,1007.93,78.37
25.21,59.21,1013.19,62.85
27.98,58.33,1013.92,54.25
26.9,69.59,1008.9,85.08
26.12,63.94,1017.97,44.81
23.1,72.99,1008.85,90.54
29.78,73.42,1011.27,52.79
23.85,72.43,1008.01,88.34
25.76,57.32,1011.93,43.61
28.18,71.14,1011.56,48.03
29.98,67.22,1014.22,52.69
27.65,48.41,1008.54,58.25
24.47,70.94,1008.07,81.55
30.83,71.58,1009.92,48.8
22.5,59.43,1010.31,72.17
16.34,36.99,1006.99,90.06
9.98,41.62,1013.56,95.77
9.95,43.56,1014.85,82.62
20.9,67.71,1007.16,59.02
21.41,54.2,1011.37,82.28
18.75,63.09,1018.19,87.84
25.56,75.6,1017.37,69.31
5.78,40.62,1016.55,84.98
8.35,40.46,1019.23,73.26
29.13,62.26,1010.51,52.94
4.59,39.33,1010.85,71.78
11.98,39.35,1014.97,98.05
15.29,44.88,1018.85,73.67
7.45,39.61,1017.88,79.73
6.13,40.81,1026.31,91.66
16.09,48.78,1015.78,91.12
14.65,39.28,1014.04,77.98
10.1,41.58,1021.26,94.06
30.85,70.94,1007.47,54.79
6.77,39.81,1017.01,87.68
26.75,56.57,1013.76,57.93
25.92,73.77,1001.27,94.28
13.4,41.78,1010.2,64.57
7.67,35.77,1017.55,60.97
15.69,44.6,1014.06,61.51
29.94,65.74,1012.4,46.94
7.75,38.06,1020.83,83.39
25.91,58.98,1010.02,75.31
15.04,38.01,1022.46,78.29
12.16,40.81,1025.79,70.97
25.34,59.39,1014.02,73.58
17.89,44.6,1014.48,42.51
18.1,48.06,1015.47,82.47
23.94,62.08,1022.47,61.97
17.02,44.85,1014.38,62.66
12.08,49.83,1008.21,96.01
26.02,63.07,1010.94,53.96
21.11,58.12,1015.38,77.78
21.25,44.05,1005.69,81.87
19.46,47.03,1013.9,88.86
29.63,69.59,1008.3,72.53
8.1,40.64,1020.66,89.04
24.0,58.05,1011.28,74.32
10.54,42.02,997.5,99.77
9.12,41.49,1020.58,96.23
21.06,67.07,1004.9,84.09
14.43,44.47,1028.57,70.7
21.79,46.21,1012.89,72.0
23.79,50.16,1005.32,75.82
17.57,44.06,1015.43,72.75
13.85,45.08,1024.86,83.85
12.04,40.78,1025.21,85.97
18.86,50.78,1008.46,91.67
11.56,40.43,1025.48,74.75
19.51,50.16,1010.33,94.37
20.83,67.32,1011.76,73.11
20.8,50.9,1012.07,73.16
11.64,40.1,1015.5,87.05
6.8,37.8,1021.09,70.02
24.37,70.02,1010.97,71.97
13.78,45.51,1015.56,69.92
9.03,37.14,1012.79,76.27
20.89,67.71,1006.12,59.12
14.26,44.47,1028.11,66.81
27.53,67.83,1009.4,53.73
23.89,64.27,1013.37,75.22
13.41,45.0,1022.31,76.29
31.11,69.05,1002.37,41.56
18.23,62.26,1011.48,91.35
3.31,39.42,1024.05,84.31
17.83,43.72,1008.64,78.72
23.45,51.95,1005.23,76.17
24.89,64.27,1013.52,64.65
25.72,66.86,1007.47,69.14
7.7,40.35,1011.72,92.88
10.95,39.22,1015.69,62.3
7.53,43.65,1018.58,64.85
21.84,60.29,1017.23,66.89
24.49,49.82,1017.09,64.02
30.08,73.42,1011.17,63.86
24.43,67.25,1017.99,74.27
26.94,59.87,1011.66,58.34
23.87,60.27,1018.94,77.16
22.2,59.21,1017.87,73.34
22.36,58.79,1011.77,87.51
22.67,64.15,1021.02,70.49
19.43,52.9,1018.35,61.12
26.98,74.78,1009.77,69.54
21.17,58.16,1017.16,68.11
27.37,71.06,1008.4,87.52
32.5,73.68,1014.65,55.72
15.51,36.71,1014.05,72.92
28.46,73.67,1005.67,71.21
15.27,56.89,1013.28,86.92
14.44,40.1,1015.51,79.78
14.6,44.84,1023.58,88.21
12.02,41.92,1030.1,84.45
5.97,36.25,1029.65,86.74
16.7,50.88,1015.11,97.25
31.7,69.13,1000.29,46.27
21.94,50.32,1008.44,86.98
25.95,69.51,1009.36,66.82
10.1,44.03,1008.11,90.29
7.57,41.14,1028.23,87.97
10.5,39.28,1016.55,91.75
23.39,71.25,1005.22,93.7
25.14,69.13,1011.15,85.67
29.35,54.2,1013.07,42.45
21.68,64.15,1021.09,70.88
9.55,43.99,1020.5,97.28
12.36,40.56,1022.11,72.99
10.55,41.92,1030.0,91.23
31.23,68.67,1005.82,52.1
7.38,41.22,1016.47,96.29
17.14,40.55,1000.05,71.41
23.0,57.76,1017.64,56.86
11.42,41.38,1021.98,60.19
26.16,63.76,1010.03,68.77
12.41,37.92,1008.09,65.23
16.33,42.44,1013.98,84.9
7.55,43.65,1019.09,61.71
20.17,58.12,1015.41,79.47
25.05,58.59,1013.37,66.14
26.97,71.58,1010.13,75.16
26.47,47.43,1009.09,54.94
24.5,58.66,1011.54,57.92
16.61,50.9,1013.18,85.26
8.72,40.72,1023.48,77.87
6.05,41.14,1027.69,86.93
10.05,40.23,1019.71,90.41
19.61,56.65,1020.64,63.74
14.38,44.78,1010.8,66.58
29.98,76.09,1007.62,75.6
13.69,34.03,1018.45,65.76
23.24,45.01,1012.21,45.23
27.64,75.6,1017.35,54.78
30.56,71.98,1004.74,58.77
4.61,40.27,1012.32,77.28
13.56,40.8,1024.8,63.6
14.95,42.99,1008.75,90.76
30.8,69.14,1007.68,63.78
24.86,60.77,1016.85,71.24
26.54,69.48,1010.7,66.09
22.96,45.01,1012.21,50.81
23.6,65.48,1017.44,61.26
16.71,46.18,1012.06,96.6
24.23,49.3,1003.61,74.44
18.37,51.86,1018.8,74.3
24.19,46.93,1013.4,49.39
25.39,58.79,1015.85,62.59
29.08,52.84,1006.14,40.09
23.87,50.39,1012.96,76.05
31.38,72.29,1008.73,73.27
22.35,63.47,1013.21,82.52
26.21,70.32,1007.0,78.29
15.33,42.28,1008.19,66.15
32.0,65.74,1011.22,46.16
17.27,43.52,1021.37,76.73
5.6,38.91,1019.31,85.33
12.73,37.73,1021.89,61.76
18.85,67.32,1012.91,82.37
8.19,41.66,1016.57,75.38
7.47,40.64,1020.47,94.8
26.0,69.89,1015.12,73.06
21.73,69.05,1001.31,86.64
7.68,39.96,1023.73,87.48
21.13,47.43,1006.97,64.26
22.58,52.3,1009.04,78.99
17.9,43.72,1008.64,74.73
27.25,73.03,1014.15,68.52
24.3,69.23,1013.17,59.91
22.65,68.67,1006.67,77.42
28.56,69.51,1012.45,46.59
22.72,58.82,1012.54,77.72
16.88,38.58,1014.72,73.99
25.92,50.16,1003.95,71.3
17.67,53.16,1013.59,83.31
12.68,40.73,1017.66,92.08
11.16,40.05,1014.95,88.38
28.16,70.4,1003.77,83.17
22.76,49.21,1014.35,48.85
27.41,63.07,1011.5,55.3
21.24,44.3,1014.34,83.39
26.84,70.36,1007.41,71.47
25.34,64.27,1013.38,66.02
10.1,41.17,1019.18,84.87
29.61,67.07,1005.91,39.28
25.02,60.29,1017.49,54.75
30.67,72.86,1004.25,52.72
18.64,43.79,1016.01,51.17
21.79,61.45,1011.11,91.78
9.08,36.71,1025.07,81.32
26.87,69.23,1012.71,54.54
28.53,68.08,1013.27,42.53
25.24,57.17,1010.44,74.0
21.83,63.87,1018.93,63.07
20.83,44.78,1008.51,35.9
27.63,64.96,1006.3,75.38
18.16,39.99,1007.73,70.54
9.55,40.72,1023.12,68.06
10.75,45.0,1023.68,89.37
18.41,44.9,1008.97,73.81
22.91,66.44,1011.23,63.43
30.28,74.67,1016.45,55.76
31.54,71.06,1008.4,71.77
24.54,57.85,1013.02,65.61
18.33,52.08,1001.78,100.09
27.47,70.72,1009.97,74.62
30.03,67.9,1006.22,52.61
13.18,37.91,1018.09,88.84
14.22,45.01,1014.17,70.14
28.69,67.79,1011.01,66.4
18.19,44.06,1017.24,78.73
19.04,50.12,1010.53,100.09
4.56,40.27,1011.13,80.24
10.37,37.5,1013.19,79.25
29.23,66.51,1011.11,53.12
15.04,41.35,1004.29,99.1
7.32,41.26,1010.11,95.18
27.44,74.9,1003.85,76.65
20.11,50.78,1008.73,93.24
27.99,71.58,1010.68,68.99
30.21,71.32,1006.19,67.57
22.89,74.78,1009.79,81.57
30.63,74.22,1007.47,46.52
5.43,39.9,1007.5,86.27
7.29,41.04,1024.06,89.19
28.31,71.85,1009.0,77.56
28.51,74.78,1009.84,59.06
26.41,65.59,1010.69,73.78
17.17,63.09,1020.54,95.98
25.59,72.43,1007.88,82.98
25.37,58.33,1013.49,51.42
33.42,68.51,1011.91,45.83
23.55,65.94,1011.76,58.44
11.25,40.67,1011.64,63.54
10.33,44.92,1025.34,85.67
15.8,41.1,1003.0,77.36
10.48,41.38,1021.97,65.22
30.99,69.82,1009.41,50.84
14.2,52.75,1025.64,61.02
23.92,61.87,1009.63,54.16
7.93,42.28,1008.43,85.57
28.72,76.86,999.31,71.74
25.38,65.34,1012.87,62.49
6.86,40.02,1031.5,77.94
14.91,46.9,1019.59,98.1
21.41,62.39,1007.84,88.83
30.28,70.98,1007.51,74.28
23.57,63.91,1011.65,80.74
24.92,48.92,1010.11,36.53
25.65,43.77,1011.65,46.18
12.61,41.58,1020.17,85.18
8.05,40.62,1018.16,73.67
26.04,52.84,1005.68,65.18
23.81,73.17,1012.13,86.13
24.94,74.33,1014.3,75.34
19.09,56.51,1015.58,92.56
7.38,44.71,1020.27,70.55
19.6,48.14,1013.18,68.71
15.72,43.02,1011.98,45.74
5.07,40.07,1019.32,66.17
23.03,54.42,1014.42,74.98
29.12,67.32,1014.21,48.8
29.55,67.69,1004.88,48.68
23.79,58.49,1011.0,75.39
9.53,40.23,1017.74,89.05
26.24,77.95,1014.19,85.21
16.34,41.16,1006.36,75.52
10.46,37.5,1013.12,76.74
23.82,73.67,1007.26,88.16
14.3,42.99,1007.32,73.72
18.48,46.48,1007.53,82.57
14.0,40.8,1026.17,54.82
9.86,37.83,1005.05,100.15
9.32,37.73,1022.14,79.49
19.68,51.19,1008.64,94.88
9.99,36.71,1023.57,83.53
19.39,43.14,1012.75,44.21
23.51,63.78,1016.1,69.79
23.72,58.62,1016.32,71.17
29.74,56.9,1007.15,41.91
13.25,43.7,1013.61,76.05
21.55,44.05,1005.69,84.05
8.87,41.16,1023.17,94.13
14.0,40.8,1026.17,54.82
25.42,68.08,1011.2,76.58
24.42,62.66,1007.65,71.57
20.31,49.69,1011.57,69.03
22.1,65.48,1019.3,66.96
19.18,50.12,1005.99,100.09
30.4,71.97,1008.42,76.28
12.5,43.67,1013.99,90.91
5.42,41.38,1020.77,86.02
29.83,68.67,1005.33,71.15
30.74,79.05,1005.78,73.19
31.02,69.51,1011.16,47.64
21.93,61.45,1008.92,98.54
29.05,75.6,1017.63,51.16
18.17,52.08,1001.91,100.09
14.3,54.3,1015.16,75.29
25.98,73.18,1012.28,85.78
19.39,60.1,1010.28,83.31
29.78,70.98,1007.82,77.59
19.73,68.63,1012.41,74.12
28.57,69.34,1007.98,65.55
27.65,48.41,1008.54,58.25
11.8,43.99,1020.86,98.44
32.91,73.56,1007.02,55.03
17.88,46.97,1013.73,67.78
8.57,41.17,1020.18,72.47
20.68,42.04,1010.2,63.43
15.7,42.99,1007.51,76.05
24.44,52.84,1006.39,49.05
13.69,40.83,1008.53,84.81
10.37,39.04,1023.95,81.93
7.97,38.5,1013.84,72.36
15.31,40.66,1016.46,84.64
19.04,51.86,1018.05,79.01
16.09,44.2,1019.39,67.24
25.6,59.15,1013.31,67.02
13.65,44.6,1017.99,87.04
34.2,68.14,1002.7,56.09
22.74,58.12,1015.16,79.58
7.19,39.37,1019.67,70.77
23.12,69.71,1008.98,84.41
16.39,41.96,1011.7,94.85
24.01,46.93,1013.3,52.24
29.6,71.94,1007.07,62.65
9.42,41.4,1029.99,88.41
6.63,39.42,1024.81,72.58
20.65,48.41,1008.38,91.02
18.04,44.88,1017.96,66.3
25.42,75.6,1017.39,77.63
26.2,71.14,1007.92,72.95
28.51,70.02,1010.58,54.68
22.43,63.94,1012.76,93.24
25.94,77.24,1007.97,84.82
14.85,58.59,1014.04,89.85
22.36,64.15,1021.05,68.43
24.11,59.27,1011.02,78.18
12.82,41.58,1020.37,81.06
7.78,40.8,1026.7,85.61
30.26,72.58,1007.0,65.51
32.1,69.98,1013.31,55.84
11.21,44.03,1007.95,93.03
13.05,34.03,1018.31,64.99
25.94,66.49,1012.83,61.81
20.2,64.45,1009.03,61.77
18.19,43.96,1011.87,79.68
24.93,69.05,1001.02,85.14
7.05,40.69,1020.53,89.67
17.89,40.12,1011.99,76.52
23.72,66.48,1003.61,73.75
22.36,51.43,1007.47,87.33
12.36,45.09,1013.05,88.4
15.1,41.35,1003.84,97.89
16.58,43.99,1021.81,79.29
31.44,64.44,1014.04,49.15
21.43,46.97,1013.94,61.25
23.97,63.86,1018.09,57.62
18.76,56.53,1020.04,86.62
31.54,72.58,1007.61,65.57
32.13,69.98,1013.3,55.85
24.37,68.14,1005.22,59.27
24.1,68.61,1010.97,74.87
22.71,48.06,1012.82,67.81
26.88,74.78,1010.42,64.81
28.28,68.67,1006.36,69.9
30.93,70.83,1010.61,46.13
22.28,58.86,1014.08,66.47
24.66,58.86,1013.86,56.39
30.68,71.25,999.98,68.99
23.86,73.5,1011.34,87.32
8.07,41.01,1023.26,97.5
24.81,67.17,1007.71,84.37
19.22,65.06,1015.05,82.5
21.82,50.66,1013.74,73.6
17.14,58.16,1018.59,77.22
10.15,41.62,1015.86,97.4
11.87,36.43,1023.42,79.5
20.01,56.65,1020.77,74.46
31.94,69.98,1013.32,56.17
27.61,69.68,1012.79,77.01
12.24,41.2,1012.48,89.85
13.19,44.88,1017.61,94.95
11.43,41.16,1022.81,92.04
32.16,71.32,1005.5,60.23
7.91,39.96,1023.57,88.44
