Temperature,Exhaust Vacuum,Ambient Pressure,Relative Humidity
19.69,56.65,1020.77,62.83
21.45,45.09,1013.83,52.26
26.04,72.43,1006.82,84.88
24.39,71.85,1009.73,72.24
19.69,39.72,1001.49,60.34
15.37,43.67,1011.9,91.48
22.3,57.19,1006.4,75.28
18.64,43.79,1016.01,51.17
7.3,39.72,1020.85,77.83
28.59,68.08,1013.2,42.96
14.48,44.06,1018.73,75.88
10.16,41.55,1005.69,58.04
30.75,71.25,1000.07,65.47
12.54,44.03,1007.05,84.03
27.28,78.92,1011.05,75.48
23.54,65.27,1013.78,64.28
26.68,62.91,1012.33,60.78
9.88,40,1021.4,92.06
9.27,40.22,1008.1,89.24
26.38,65.12,1016.1,47.57
26.64,58.69,1007.99,75.68
23.63,58.62,1016.45,69.97
24.39,51.86,1014.92,59.98
23.09,63.76,1009.82,72.36
32.38,67.17,1006.97,60.04
27.44,58.9,1003.86,66.74
9.37,44.77,1020.61,87.31
30.96,71.77,1006.26,52.76
12.06,48.04,1010.01,100.13
20.1,58.95,1018.46,80.87
9.64,36.66,1027.1,70.11
28.02,71.77,1006.5,72.41
25.24,71.14,1008.73,79.39
24.96,60.27,1018.68,69.97
27.5,49.3,1004.02,59.23
20.83,44.78,1008.51,35.9
28.44,69.84,1003.25,68.24
21.89,58.05,1011.31,85.71
16.87,52.05,1012.7,71.63
23.48,51.43,1007.13,84.83
15.23,37.87,1020.17,85.02
23.57,66.75,1018.06,80.19
22.17,60.27,1018.21,89.55
30.97,69.13,1009.78,58.92
23.84,49.21,1013.6,47.63
23.55,61.87,1009.65,54.83
17.32,42.24,1017.35,62.96
21.61,41.54,1014.5,75.62
12.85,41.14,1027.04,86.29
22.39,58.18,1008.52,87.48
22.22,66.05,1016.15,80.58
24.67,70.94,1007.99,75.64
6.76,39.22,1013.91,77
13.35,39.18,1023.24,61.98
11.43,44.78,1013.43,82.45
13.18,37.91,1018.09,88.84
29.53,71.14,1011.39,53.41
25.07,56.85,1011.25,51.99
28.36,66.75,1017.71,52.6
32.67,77.95,1014.62,50.73
22.3,74.87,1009.69,86.18
16.85,49.78,1005.61,100.1
7,39.81,1017.47,87.65
12.74,41.5,1012.94,86.28
32.88,72.29,1008.5,62.74
17.46,53.29,1018.07,91.01
29.05,64.84,1011.1,51.39
11.32,36.18,1015.03,64.68
19.65,57.85,1011.73,93.89
22.69,64.45,1012.82,45.03
28.31,74.34,998.42,79.23
27.97,66.17,1010.81,63.73
21.45,69.94,1010.5,82.17
21.45,66.05,1014.81,73.73
20.51,45.38,1014.29,69.14
14.57,44.45,1021.42,66.23
22.21,48.14,1015.08,66.8
15.06,41.85,1016.78,88.23
24.84,59.22,1013.18,83.08
24.44,47.93,1003.13,67.04
27.05,59.15,1012.83,56.31
33.92,77.95,1010.15,58.89
15.42,39.82,1012.89,83.54
26.87,74.99,1002.48,71.91
8.69,41.04,1026.87,80.28
14.19,49.83,1006.52,90.72
18.23,45.01,1012.24,73.86
25.47,56.89,1013.02,63.21
12.62,40.83,1010.06,81.52
13.61,42.34,1017.57,91.35
23.91,67.69,1008.28,66.71
14.73,39.52,1017.01,74.21
21.62,50.05,1007.2,92.9
15.29,38.73,1000.9,81.17
23.66,72.43,1008,89.49
25.14,60.29,1017.91,53.3
22.56,48.92,1010.7,51.63
13.56,39.58,1011.05,73.62
28.74,71.14,1011.53,48.6
6.93,38.68,1017.61,61.28
13.52,39.3,1018.99,69.22
28.69,67.79,1011.01,66.4
7.9,43.79,1016.14,83.05
19.5,65.12,1015.53,73.87
22.27,48.98,1014.47,49.33
27.83,59.57,1011.22,71.05
25.34,64.27,1013.38,66.02
23.57,67.9,1006.08,70.12
29.73,73.06,1010.27,84.84
27.63,64.96,1006.3,75.38
17.28,39.99,1007.09,74.25
20.58,39.53,1005.68,62.09
24.6,49.3,1003.72,72.26
29.98,76.09,1007.62,75.6
12.19,41.17,1019.43,65.47
30.71,68.27,1007.76,68.04
24.92,63.94,1017.7,44.92
25.94,60.75,1007.22,64.76
23.92,71.98,1006.22,92.96
11.04,39.96,1025.75,94.44
22.1,65.94,1009.79,67.57
19.45,41.1,1001.88,52.16
24.56,63.21,1013.79,82.38
31.86,73.88,1005.6,57.68
22.49,45.61,1013.1,75.69
19.13,50.78,1008.51,87.54
20.55,68.63,1012.5,67.07
15.92,41.2,1016.04,73.37
18.4,43.69,1016.59,52.44
12.73,44.34,1015.11,93.55
7.68,39.96,1023.73,87.48
14.02,44.85,1016.54,75.73
30.94,64.44,1014.36,53.76
9.42,41.4,1030.38,87.8
11.12,41.54,1020.13,75.07
3.92,41.31,999.22,95.26
20.38,66.54,1013.95,77.8
25.6,73.67,1005.78,84.82
23.22,59.15,1014.58,75.18
25.14,60.37,1006.63,77.17
7.92,42.28,1008.55,81.68
24.77,69.71,1009.86,85.56
30.36,69.82,1010.02,54.22
21.81,65.06,1014.6,66.41
27.12,70.32,1009.94,52.67
8.97,39.66,1021.63,78.94
23.31,60.37,1005.17,82.75
20.8,69.45,1013.7,82.48
9.31,41.39,1018.3,93.68
27.5,59.54,1004.88,72.7
10.47,41.06,1022.24,81.16
13.86,50.59,1019.2,97.22
23.42,50.05,1006.79,86.45
15.56,41.1,1003.55,76.92
16.96,46.36,1019.91,89.11
18.68,62.1,1019.78,83.67
18.33,49.64,1025.36,62.57
13.78,40.1,1014.49,81.86
12.19,41.06,1021.35,74.98
15.56,41.04,1025.8,64.81
32.87,70.8,1009.54,59.85
25.76,57.32,1011.93,43.61
11.27,40.69,1014.35,86.63
26.69,70.36,1006.82,68.29
6.45,35.77,1018.86,67.84
23.86,74.93,1016.88,71.44
27.16,47.43,1009.17,45.79
33.97,72.29,1008.98,44.32
10.37,40.03,1017.47,90.47
25.15,71.14,1011.68,70.33
10.52,41.48,1018,68.99
28.88,66.56,1006.26,59.15
19.89,68.08,1012.65,80.25
19.31,43.56,1013.65,41.54
7.14,41.22,1016.6,97.09
28.18,71.14,1011.56,48.03
26.08,57.32,1012.2,47.06
29.01,64.79,1017.62,44.31
21.84,58.86,1014.13,69.67
16.82,49.15,1020.68,72.07
29.03,67.79,1010.86,54.03
14.78,41.17,1016.42,67.42
15.55,43.71,1024.34,79.61
30.22,70.32,1011.63,65.97
25.97,68.12,1013.11,61.97
19.21,53.16,1013.18,81.64
18.94,48.7,1007.82,92.88
22.2,44.05,1007.34,75.13
26.9,77.95,1017.47,75.58
16.58,46.18,1010.4,96.29
10.72,35.76,1019.71,62.26
13.64,34.03,1018.32,62.2
24.34,70.79,1006.82,85.66
30.9,73.68,1014.95,40.9
7.76,39.61,1021.63,80.67
9.08,36.18,1020.24,68.37
9.45,39.04,1023.08,75.81
28.71,51.43,1006.4,64.79
25.3,49.3,1003.67,69.08
24.47,48.6,1002.49,75.04
15.59,52.05,1013.67,78.55
29.72,77.95,1014.9,72.73
32.81,71.32,1007.69,47.29
29.2,70.79,1004.8,63.74
25.34,70.47,1006.46,83.94
10.37,37.83,1006.5,90.99
13.12,52.75,1023.69,67.5
14.8,44.21,1021.59,89.24
11.51,41.06,1021.3,78.11
14.4,41.26,1021.41,73.11
22.36,58.79,1016.69,73.6
20.61,44.63,1008.54,77.54
13.86,41.78,1010.75,57.9
12.27,39.82,1012.18,85.58
13.13,50.59,1020.26,87.44
25.1,60.37,1005.83,72.53
8.47,42.02,1005.37,92.73
21.18,60.1,1011.02,78.19
11.02,43.02,1012.32,66.54
28.69,58.33,1013.67,34.1
18.85,41.1,1001.95,61.75
29.83,62.66,1007.98,47.07
27.63,71.98,1005.45,82.88
17.7,49.21,1015.16,67.91
22.69,48.14,1013.7,62.05
10.56,39.13,1010.19,87.12
14.86,44.85,1016.19,67.43
27.24,44.89,1009.61,51.89
22.74,61.87,1009.66,55.03
25.31,61.5,1009.31,63.31
29.13,68.3,1014.96,37.08
8.42,43.14,1011.62,80.32
30.76,73.17,1009.89,50.43
28.46,49.16,1004.61,38.1
18.15,41.67,1012.75,52.69
28.71,71.64,1005.21,71.11
9.65,44.68,1022.9,98.08
7.28,38.56,1018.96,67.98
16.26,44.89,1010.48,86.57
25.86,60.32,1015.91,53.37
11.6,39.96,1011.65,80.79
21.43,63.47,1011.95,94.47
28,74.22,1008.68,66
28.83,72.43,1006.69,67.04
12.42,43.14,1015.88,79.48
33.37,71.37,1003.75,45.26
7.41,40.81,1026.15,88.96
14.54,42.77,1019.61,81.82
26.63,61.47,1008.18,69
29.87,69.13,1001.08,72.75
14.97,42.28,1007.31,79.25
34.62,69.05,1000.68,38.35
32.11,78.05,1010.36,58.78
4.69,39.42,1024.58,79.35
17.1,48.98,1016.48,85.63
13.77,42.86,1012.86,88.83
21.75,59.8,1016.65,72.94
24.98,58.05,1011.69,69.97
26.48,73.06,1008.07,90.73
13.78,40,1018.38,68.67
5.54,41.38,1020.47,82.91
22.07,69.94,1011.18,80.86
30.45,43.21,1011.35,63.59
21.79,61.45,1011.11,91.78
15.81,54.3,1017.8,68.45
6.86,38.08,1019.62,77.37
10.23,43.72,1011.18,97.93
22.09,65.59,1015.54,72.44
28.37,75.6,1017.48,55.19
10.07,40.92,1021.43,97.15
26.02,59.57,1011.16,76.93
25.96,60.95,1014.52,50.03
11.3,25.36,1008.66,96.18
15.12,41.04,1025.95,69.67
15.08,37.85,1009.85,85.9
32.95,67.9,1005.88,45.15
23.8,48.6,1002.43,67.32
6.86,41.38,1021.35,90.78
17.3,58.59,1015.52,87.17
26.85,75.6,1017.43,74.55
26.82,60.96,1012.25,57.41
7.87,41.17,1020.33,77.77
15.58,40.66,1016.34,87.42
24.39,60.84,1018.5,61.73
11.93,41.38,1021.76,57.63
6.67,36.08,1022.31,83.51
29.45,68.84,1011.64,59.7
22.26,60.77,1018.26,85.94
25.64,47.01,1014.81,62.29
22.46,58.33,1013.21,68.68
24.12,51.43,1006.55,83.77
31.85,68.3,1014.76,47.06
25.63,58.86,1014.86,52.75
17.09,42.42,1009.03,72.01
26.22,69.89,1015.46,76.63
8.26,39.42,1025.89,70.53
23.2,73.17,1012,89.92
20.92,63.86,1020.49,72.98
6.67,39.37,1019.99,75.61
29.6,71.94,1007.07,62.65
23.27,67.9,1006.17,71.01
28.43,63.31,1013.44,49.99
13.84,42.18,1015.74,79.76
11.42,40.35,1011.55,82.71
23.66,69.51,1012.9,52.59
26.09,70.4,1007.41,85.37
18.5,47.03,1013.97,93.6
16.28,42.99,1007.5,77.27
8.61,41.04,1024.81,95.6
26.11,62.44,1010.68,72.59
5,40.64,1021.05,94.84
22.95,63.94,1013.91,81.52
15.92,39.16,1006.59,71.32
23.07,65.27,1013.24,58.38
26.42,59.54,1007.02,76.28
11.64,38.25,1013.33,85.79
17.11,49.78,1007.25,100.09
7.17,41.92,1031.97,83.86
27.52,66.48,1004.99,52.54
8.25,43.14,1011.3,87.1
24.49,59.87,1018.4,59.95
28.19,71.97,1008.85,84.67
17.76,40.55,1002.82,73.77
20.9,67.71,1007.16,59.02
22.31,61.45,1009.25,98.56
8.88,41.54,1019.05,80.77
20.01,52.9,1018.05,58.88
23.36,59.15,1013.71,86.64
25.54,61.08,1013.14,71.15
24.5,58.66,1011.54,57.92
12.68,43.7,1016.07,86.89
11.52,39.18,1023.43,83.29
28.08,64.44,1013.02,64.34
28.66,74.93,1014.04,51.26
30.02,69.04,1009.68,56.01
9.53,40.62,1015.57,75.49
18.58,63.78,1016.24,78.74
8.91,40.11,1022.87,78.39
26.44,59.15,1013.35,60.71
23.86,73.5,1011.34,87.32
30.02,73.5,1010.52,44.91
12.17,49.83,1008.05,96.44
25.58,61.08,1013.37,71.27
12.73,40.27,1005.68,68.77
10.74,44.85,1014.25,71.61
15.25,46.36,1019.69,95.83
27.35,77.95,1012.14,74.14
30.28,67.22,1014.39,53.32
24.88,51.43,1011.28,67.38
33.74,69.98,1012.51,43.3
32.57,65.74,1011.03,46.27
27.54,68.27,1008.12,56.42
16.09,44.71,1017.86,42.74
23.86,52.84,1006.56,48.94
27.78,70.8,1009.81,79.57
24.11,68.63,1014.34,45.28
6.39,35.57,1025.53,77.23
14.16,39.28,1015.63,77.29
13.43,43.56,1013.02,66.36
20.11,42.04,1010.79,60.31
7.32,39.42,1026.15,76.51
13.71,45.08,1023.35,82.93
21.49,68.28,1004.68,80.64
15.25,39.58,1012.1,73.05
19.81,56.65,1020.62,67.99
25.71,71.73,1009.72,75.29
9,36.3,1027.11,75.89
28.85,57.19,1008.2,58.4
14.66,40.73,1017.45,88.57
21.94,57.5,1014.64,78.52
26.48,66.54,1011.61,51.9
24.08,49.3,1003.23,70.42
25.95,63.47,1011.77,66.22
19.76,62.1,1020.07,73.55
5.07,40.07,1019.32,66.17
5.62,41.38,1020.91,86.21
6.8,37.8,1021.09,70.02
24.77,57.17,1010.66,73
18.59,44.63,1003.99,86.22
11.17,44.77,1018.2,79.6
25.87,47.01,1014.67,61.87
15.46,37.64,1014.57,87.53
22.63,58.41,1013.69,90.32
29.59,74.78,1009.45,55.75
22.25,60.84,1018.07,73.67
31.53,74.99,1003.93,58.29
17.95,49.21,1012.05,59.44
29.45,64.96,1005.52,59.92
31.31,64.44,1014.24,51.08
8.41,40.67,1019.97,69.2
22.85,60.08,1018.05,67.12
16.02,39.54,1007.73,72.81
15.12,43.79,1016.37,75.62
14.47,48.79,1017.05,69.87
12.1,41.17,1013.72,75.61
15.38,43.99,1022.42,83.41
22.16,65.48,1017.22,70.51
26.31,72.39,1001.16,88.43
15.14,39.72,1002.96,72.52
26.49,61.86,1012.55,74.24
23.06,56.85,1012.5,64.03
16.21,50.9,1012.46,84.45
8.76,41.82,1033.29,76.5
11.92,40.55,1016.91,100.07
28.64,73.4,1011.48,52.84
17.95,59.15,1012.73,84.27
33.82,73.03,1013.49,42.17
5.82,40.78,1024.82,96.01
20.41,48.06,1012.62,76.21
31.23,72.58,1006.61,60.8
6.58,40.07,1014.22,55.44
13.1,41.48,1009,87.41
20.13,40.33,1005.31,85.42
29.12,74.87,1009.85,62.51
19.57,68.61,1011.13,96.4
25.38,72.24,1010.76,89.64
12.56,41.4,1019.23,74.26
28.25,57.19,1007.99,67.9
27.24,77.17,1009.37,81.51
16.41,44.92,1024.27,84.16
26.1,63.56,1013.12,61
17.37,41.23,998.79,68.44
31.81,66.44,1011.21,53.55
13.83,45.08,1024.2,80.52
28.43,73.18,1012.52,71.05
12.07,38.25,1012.67,81.66
14.73,58.2,1019.45,82.48
16.65,56.89,1013.52,87.44
22.56,60.29,1018.19,67.53
23.76,61.5,1009.15,68.52
14.72,38.91,1015.17,61.75
22.63,58.49,1010.94,72.7
21.82,58.66,1011.71,64.37
20.88,47.45,1007.5,76.21
18.4,43.96,1012.4,77.81
23.29,65.61,1014.81,70.27
26.65,74.67,1015.73,77.32
24.62,72.43,1007.97,84.36
27.94,69.84,1003.11,70.47
27.96,68.51,1007.26,63.21
25.52,71.73,1009.91,79.55
9.28,41.38,1021.96,72.22
20.5,51.19,1009,91.79
24.38,47.01,1015.17,68.96
25.69,59.54,1004.05,81.69
13.86,44.21,1022.6,83.56
31.44,64.44,1014.04,49.15
26.88,69.51,1012.76,45.03
27.83,69.04,1009.69,63.79
29.66,59.22,1013.25,61.2
11.49,41.54,1020.17,70.91
5.62,41.31,1001.37,89.16
31,71.77,1006.29,48.56
28.18,71.85,1008.78,82.88
5.76,40.07,1013.22,62.99
14.73,36.99,1007.32,90.84
24.91,57.17,1010.88,72.97
25.12,77.95,1009.26,82.95
21.42,56.89,1014.39,84.05
26.06,54.5,1015.52,67.12
21.14,58.98,1009.05,94.36
6.91,39.37,1019.58,71.02
13.97,53.82,1016.81,62.32
14.64,42.77,1017.59,79.6
31.58,66.54,1003.26,54
10.27,41.44,1017.04,77.09
7.94,43.65,1018.75,59.45
9.32,36.3,1027.67,73.25
11.87,41.58,1017.29,90.3
22.58,43.79,1015.66,44.18
19.2,59.21,1017.84,89.56
30.18,68.24,1009.31,64.06
26.27,71.98,1005.72,86.15
19.39,43.14,1012.75,44.21
12.81,44.34,1015.55,90.37
30.93,69.98,1013.33,62.1
20.03,57.19,1007.31,81.69
27.34,71.29,1008.32,56.51
17.7,48.98,1015.79,83.18
20.61,65.61,1014.91,83.82
13.82,40.2,1013.19,90.11
31.77,76.09,1007.4,73.36
26.55,69.45,1013.88,55.39
20.42,62.96,1020.34,84
20.76,59.04,1012.51,85.39
26.08,76.86,1003.3,79.49
22.86,66.48,1003.77,71.22
30.33,70.32,1007.75,52.49
27.22,67.9,1005.73,57.29
25.22,69.88,1007.17,80.26
15.3,38.62,1017.19,70.63
24.01,50.16,1004.22,75.32
8.01,40.62,1015.62,86.43
19.31,44.71,1016.13,30.59
22.07,70.72,1010.52,82.96
27.31,68.14,1005.73,50.74
19.89,50.78,1008.85,92.97
14.07,46.18,1017.77,87.83
12.07,40.81,1025.63,68.02
31.19,69.68,1012.6,52.06
26.7,62.26,1011,71.64
21.94,58.79,1010.3,88.21
12.19,40.23,1017.76,81.44
13.03,41.26,1022.17,79.79
28.55,74.33,1011.77,73.34
15.73,38.73,1002.48,76.91
16.22,41.35,1000.96,79.59
27.44,47.93,1002.71,59.44
25.51,64.27,1013.28,61.85
19.14,56.65,1020.84,82.97
16.5,44.2,1018.94,63.59
13.78,45.51,1015.56,69.92
13.29,71.14,1019.63,75.09
27.06,77.17,1008.71,90.6
13.67,44.92,1023.6,85.35
14.7,44.9,1021.87,83.9
11.48,37.5,1014.38,69.75
16.95,58.86,1015.96,87.8
22.3,50.78,1008.85,81.27
27.37,70.72,1009.77,67.87
18.61,44.06,1016.91,75.01
27.98,74.87,1010.02,66.44
9.39,39.66,1019.22,75.33
22.19,48.78,1017.84,76.01
25.48,60.29,1017.55,51.22
27.51,71.32,1007.59,80.02
11.37,39.16,1016.54,87.05
8.68,43.14,1011.94,79.06
25.3,59.43,1009.15,58.3
12.82,48.14,1017.47,81.45
20.31,49.69,1011.57,69.03
23,49.5,1014.15,66.68
14.24,45.01,1013.54,88.68
20.17,50.66,1014.38,82.09
7.69,38.06,1020.72,83.47
30.36,69.04,1009.6,58.73
29.12,66.51,1015.69,37.9
27.01,67.98,1006.01,67.98
24.24,72.43,1008.02,86.4
22.49,58.71,1009.75,76.43
23.76,70.32,1012.13,78.84
18.09,43.72,1008.64,74.15
15.96,41.66,1011.93,55.47
25.54,61.08,1013.77,69.64
22.96,70.79,1005.68,93.93
14.76,39.64,1010.37,81.99
16.16,52.05,1013.19,75.37
22.36,59.44,1013.1,84.74
25.79,65.27,1013.26,55.35
18.78,63.09,1019.22,80.2
6.49,36.3,1016.52,69.1
19.4,49.69,1012.89,75.53
6.16,38.5,1012.83,93.68
15.31,41.35,1005.09,95.25
5.74,40.62,1016.31,84.91
30.31,77.24,1008.02,67.84
24.54,72.24,1011.43,74.1
22.97,72.24,1011.15,95.85
22.45,59.87,1018.92,72.73
13.9,41.17,1016.84,72.9
17.78,52.08,1006.9,100.09
9.59,40.11,1026.05,74.27
11.91,44.45,1021.39,84.49
31.26,70.36,1006.49,60.47
23.82,64.15,1020.96,60.11
25.02,69.75,1010.04,91.86
25.47,70.36,1005.79,77.73
27.13,59.54,1004.33,73.27
24.6,48.78,1018.1,73.71
24.95,76.16,1006.2,76.16
7.55,41.04,1027.03,83.32
34.24,74.67,1016.24,25.56
19.94,44.9,1008.52,74.69
27.14,63.13,1013.38,75.68
28.56,74.22,1007.45,69.6
13.05,44.34,1018.47,81.2
26.72,74.87,1010.18,70.74
12.5,43.67,1013.99,90.91
20.62,68.12,1012.33,79.88
16.17,38.01,1022.19,70.99
9.58,38.08,1019.49,67.54
25.42,73.21,1001.91,93.78
30.31,70.36,1006.55,59.92
23.76,51.19,1009.69,70.87
29.42,79.74,1007.24,61.26
8.8,42.32,1017.91,86.8
27.16,72.58,1009.24,90.26
19.75,49.02,1009.38,92.89
30.44,68.84,1010.97,55.34
18.6,41.67,1013.07,64.23
19.65,45.01,1014.18,56.77
15.99,49.21,1015.17,76.4
8.73,41.26,1020.54,91.37
15.99,39.63,1006.09,89.92
5.56,45.87,1006.99,96.48
8.88,39.66,1015.21,88.29
5.42,41.38,1020.77,86.02
8.97,36.24,1013.21,90.77
18.18,61.87,1008.64,66.28
12.87,41.5,1013.51,85.72
14.23,46.18,1017.39,87.29
18.17,66.86,1011.29,78.48
19.73,49.69,1007.78,73.02
25.36,61.41,1011.89,55.64
29.78,73.42,1011.27,52.79
32,58.9,1003.48,51.38
18.64,67.71,1003.84,89.63
13.16,43.71,1024.44,85.68
7.64,40.02,1031.58,71.19
11.87,41.78,1012.97,64.79
20.56,59.14,1016.02,68.59
11.41,39.61,1018.69,69.44
26.11,52.36,1013.9,59.62
19.06,56.65,1020.82,82.14
9.13,40.02,1031.08,74.76
8.44,41.17,1019.9,70.72
14.44,42.32,1015.61,76.85
6.3,39.33,1010.63,94.26
13.47,44.88,1017.56,93.23
20.66,41.54,1014.68,79.7
23.62,45.87,1007.75,58.69
16.69,46.18,1011,97.85
28.01,44.89,1008.98,48.52
21.73,64.63,1020.84,68.9
30.35,69.51,1009.95,39.24
8.67,36.66,1026.8,84.36
30.51,59.57,1011.08,61.94
26.12,66.75,1017.86,79.02
13.11,38.73,1005.89,89.02
21.41,62.39,1007.84,88.83
12.33,45.51,1016.49,79.2
24.02,77.54,1008.33,83.92
9.37,38.56,1016.84,62.07
11.26,44.92,1023.63,88.99
30.12,69.71,1009.1,52.02
4.65,35.19,1018.23,94.78
28.21,70.8,1010.45,77.92
30.83,71.58,1009.92,48.8
6.59,39.37,1020.34,77.92
21.84,64.69,1007.57,77.34
31.63,70.17,999.4,59.94
4.7,39.9,1007.45,91.02
31.11,75.33,1002.32,64.25
18.21,41.23,993.11,62.29
9.82,39.64,1010.79,69.22
16.77,38.01,1023.04,65.5
16.88,39.99,1007.08,74.29
21.08,70.32,1011.39,88.79
22.79,69.13,1010.87,91.47
26.96,62.39,1008.14,73.95
30.87,67.32,1013.78,34.54
19.74,45.38,1015.11,80.67
24.22,71.14,1009.38,64.53
16.27,44.21,1020.56,82.22
14.41,46.18,1016.25,88.88
10.48,41.38,1021.97,65.22
14.24,44.84,1023.6,94.06
23.08,74.78,1009.85,83.67
25.77,73.68,1014.18,87.53
17.94,62.1,1019.81,82.65
9.43,41.4,1028.42,84.92
13.98,41.79,1010.6,83.84
25.02,47.45,1008.07,60.42
30.99,69.82,1009.41,50.84
17.17,63.09,1020.54,95.98
19.4,42.44,1013.19,58.63
24.1,68.08,1012.73,65.24
12.07,39.99,1009.7,93.27
9.55,40.72,1023.12,68.06
9.57,52.75,1022.32,75.4
21.74,70.32,1011.88,85.95
30.99,68.51,1008,71.35
17.88,45.87,1008.39,93.63
17.51,53.16,1013.13,82.86
7.79,43.13,1019.67,85.35
31.56,66.44,1008.91,64.16
30.58,68.84,1011.34,51.29
13.35,39.64,1010.1,93.3
17.9,67.71,1004.3,89.59
21.94,50.32,1008.44,86.98
31.49,69.13,1009.33,53.9
8.48,42.49,1010.77,88.68
26.85,73.77,1001.2,90.13
26.75,60.96,1012.05,56.77
24.91,64.45,1013.02,42.34
23.03,68.08,1012.63,70.37
12.99,40.55,1007.52,94.15
23.79,48.06,1012.92,60.03
23.42,63.07,1011.72,75.81
32.09,69.4,1003.1,56.91
21.78,51.43,1007.45,88.71
31.92,69.13,1000.77,58.91
22.79,50.78,1008.65,58.39
10.52,42.18,1014.9,95.67
7.64,42.28,1008.46,84.29
15.8,41.2,1016.08,77.83
17.3,46.21,1013.56,87.57
18.26,61.27,1019.1,74.74
14.03,41.79,1008.07,83.32
24.55,58.86,1015.22,60.53
24.6,57.32,1012.48,45.14
25.04,70.36,1006.56,75.91
32.31,62.04,1010.45,38.01
21.17,64.15,1021.25,62.38
9.15,40.11,1023.82,75.4
27.34,63.78,1016.5,48.4
11.7,43.41,1016.08,62.27
27.58,73.06,1009.63,88.31
20.53,54.9,1016.61,61.28
9.55,41.44,1015.07,85.94
9.94,41.44,1015.21,87.02
6.71,40.72,1022.78,80.69
31.09,64.05,1011.32,61.14
17.23,40.12,1013.52,81.55
18.27,58.2,1018.34,72.73
9.06,36.3,1015.14,58.71
14.66,41.66,1012.89,62.41
23.79,58.2,1016.77,55.88
31.33,58.9,1003.77,52.34
10.26,43.14,1019.68,98.97
33.75,64.96,1002.54,39.28
18.72,60.07,1015.81,70.55
20.71,58.18,1007.63,98.44
28.87,71.97,1008.74,82.61
12.63,48.04,1013,100.13
13.69,34.03,1018.45,65.76
20.3,67.32,1013.49,80.9
14.93,42.44,1012.65,86.8
25.43,69.13,1002.2,86.44
24.85,71.98,1005.97,95.09
14.67,45.01,1014.28,67.91
3.63,38.44,1016.16,87.38
28.54,72.99,1007.42,67.87
15.26,41.2,1016,76.06
29.88,68.08,1011.14,55.78
5.65,40.72,1022.46,85.17
9.2,39.82,1013.19,91.25
18.85,44.63,1009.06,84.75
28.16,61.47,1009.19,62.53
13.15,42.44,1014.51,99.53
16.97,50.9,1012.31,82.65
17.33,42.28,1007.97,50.33
17.39,46.21,1013.94,82.73
26.26,65.06,1013.58,52.72
13.72,45.01,1014.07,77
10.99,44.63,1020.67,90.09
8.94,41.74,1022.55,90.74
22.5,59.43,1010.31,72.17
23.62,68.63,1013.18,50.57
17.17,44.68,1018.72,83.58
12.47,38.25,1012.74,82.89
16.65,46.18,1010.6,95.69
24.56,71.94,1006.81,89.59
25.49,47.45,1007.89,57.04
7.33,40,1018.96,80.76
20.52,43.79,1015.9,68.1
13.61,41.16,1020.49,75.09
22.5,45.38,1014.11,65.08
28.24,65.27,1013.43,48.74
30.04,67.25,1017.65,52.84
14.38,44.84,1024.59,81.68
24.78,68.63,1013.96,43.7
19.99,40.79,1003.15,87.55
16.01,43.69,1017.12,62.43
29.09,72.43,1006.86,65.47
13.31,40.03,1017.73,84.48
33.34,69.88,1007.65,42.72
26.88,59.21,1013.54,58.13
15.69,37.87,1022.63,87.71
27.58,78.05,1010.83,94.98
20.51,63.86,1020.65,75.36
13.56,39.52,1016.61,78.35
22.64,59.27,1012.58,83.55
30.29,71.58,1010.01,54.03
10.15,41.62,1015.86,97.4
23.07,57.5,1015.7,75.47
7.29,40.96,1023.01,90.78
25.34,69.48,1008.4,74.79
19.66,58.79,1017.17,84.16
17.77,56.53,1019.57,79.89
14.34,42.86,1031.75,66.81
14.4,42.99,1010.3,89.72
18.31,62.1,1020.38,79.02
13.56,40.03,1017.73,83.76
6.17,41.31,1002.49,87.59
25.04,51.95,1005.56,66.53
14.49,41.16,1000.5,82.17
22.31,43.43,1010.64,56.44
16.38,46.97,1013.6,73.67
23.48,65.12,1015.82,60.83
11.58,39.69,1005.17,86.55
14.74,43.99,1023.13,86.31
15.33,42.28,1008.19,66.15
26.14,69.14,1007.1,88.27
32.86,68.51,1008.43,46.78
28.88,63.76,1010.16,56.34
27.59,54.2,1013.1,51.61
21.85,69.94,1010.89,79.4
6.58,43.02,1014.03,84.95
20.38,62.52,1017.85,75.56
9.53,38.18,1018.43,75.33
16.76,53.16,1014.13,81.87
32.31,68.94,1006.11,71.78
10.22,39.96,1025.05,96.05
10.72,39.35,1015.35,86.43
21.68,64.15,1021.09,70.88
21.13,51.43,1007.43,88.72
29.14,75.23,1010.15,54.87
12.04,43.69,1016.58,80.16
10.1,41.4,1024.29,85.94
28.72,68.14,1005.82,46.52
28.84,60.23,1009.7,59
18.68,52.84,1004.65,88.27
16.5,44.63,1020.58,64.11
27.18,64.44,1012.81,61.27
20.08,58.79,1017.32,81.59
19.64,56.65,1020.79,73.88
27.77,62.26,1010.88,66.45
31.4,71.06,1008.44,74.77
3.68,39.64,1011.31,84.05
11.89,40.03,1019.53,89.48
7.63,40.56,1023.13,81.01
26.38,71.73,1010.04,69.45
22.89,48.98,1014.55,48.21
17.98,53.29,1018.29,83.46
